,bathrooms,bedrooms,interest_level,num_photos,num_features,num_description_words,created_month,created_day,neighbourhood,price
59605,1.0,3,high,4,8,203,5,21,Financial District,2950
59607,1.0,1,low,5,5,117,5,24,Midtown,2600
59611,3.0,3,low,5,10,72,5,26,Sutton Place,10000
59613,1.0,1,low,0,2,9,5,14,Lincoln Square,2695
59614,1.0,1,medium,4,2,18,5,11,Lincoln Square,2395
59617,1.0,0,low,5,2,40,5,10,Midtown,2710
59620,2.0,2,low,3,4,61,5,2,Yorkville,6195
59624,1.5,3,low,11,5,90,5,13,East Harlem,2975
59628,1.0,2,medium,7,3,90,5,18,Washington Heights,2400
59630,1.0,3,low,2,0,9,5,5,Flatiron,5350
59631,2.0,2,low,8,9,200,5,6,Turtle Bay,6000
59636,1.0,3,medium,5,7,104,5,15,Financial District,4000
59645,1.0,0,low,4,6,160,5,19,Lincoln Square,2700
59647,1.0,0,medium,5,5,73,5,8,Gramercy,2395
59652,1.0,2,low,0,3,14,5,18,Tudor City,3295
59660,1.0,2,medium,8,12,104,5,13,Upper West Side,3200
59661,3.0,1,medium,4,4,160,5,17,Central Harlem,1650
59663,1.0,1,low,4,13,127,5,8,Lincoln Square,3300
59668,1.0,0,low,0,5,1,5,13,Clinton,3450
59674,1.0,2,low,4,8,121,5,5,Turtle Bay,3200
59675,1.0,2,low,1,0,19,5,17,Greenwich Village,3500
59680,2.0,3,medium,4,12,87,5,13,Tudor City,4280
59681,1.0,1,low,7,2,33,5,17,Yorkville,3300
59683,1.0,0,low,0,1,2,5,14,Noho,2100
59685,1.0,2,medium,8,2,88,5,7,Manhattan Valley,2595
59688,1.0,1,low,3,5,110,5,14,Stuyvesant Town,3900
59689,2.5,2,low,5,5,90,5,25,Lenox Hill,6700
59690,1.0,1,low,7,7,121,5,3,Murray Hill,3795
59695,1.0,4,medium,5,7,116,5,27,Turtle Bay,5400
59697,1.0,2,low,7,7,108,5,6,Midtown,3200
59698,2.0,3,medium,7,7,184,5,11,Murray Hill,6500
59699,1.0,2,medium,5,8,95,5,28,Financial District,2795
59702,1.0,1,high,4,9,130,5,12,Battery Park City,2485
59703,1.0,1,medium,5,2,82,5,4,Yorkville,2350
59708,1.0,1,medium,8,13,89,5,22,Yorkville,2400
59712,1.0,2,low,6,10,59,5,17,Yorkville,3550
59713,1.0,1,medium,5,0,11,5,19,Clinton,2100
59720,1.0,2,high,5,2,12,5,25,Clinton,2595
59724,1.0,1,medium,4,9,126,5,10,Sutton Place,3595
59731,1.0,2,medium,5,5,127,5,11,Gramercy,3050
59732,2.0,2,low,3,13,106,5,27,Soho,16250
59734,1.0,0,low,5,11,48,5,27,Midtown,2900
59735,1.0,0,medium,4,4,44,5,30,Upper West Side,2300
59737,1.0,2,high,6,5,88,5,20,Murray Hill,2850
59746,1.0,2,low,4,10,30,5,30,Gramercy,3995
59748,1.0,0,low,8,3,90,5,18,Noho,3095
59751,1.0,0,low,3,3,18,5,13,Clinton,1650
59752,1.0,1,low,9,4,94,5,20,Roosevelt Island,2450
59754,1.0,0,low,3,1,62,5,27,Carnegie Hill,2000
59758,2.0,1,low,6,3,163,5,29,West Village,6700
59759,1.0,1,low,4,3,53,5,27,Clinton,2675
59763,1.0,0,low,6,5,132,5,28,Murray Hill,2600
59772,1.0,1,medium,5,2,52,5,19,East Village,2300
59774,1.0,1,medium,5,4,53,5,19,Lenox Hill,2200
59776,1.0,1,low,3,7,42,5,5,Sutton Place,2900
59779,2.0,4,medium,8,10,162,5,7,Financial District,6550
59782,1.0,4,low,5,0,111,5,14,Murray Hill,6800
59785,2.0,4,medium,6,12,109,5,27,Gramercy,6500
59789,1.0,0,medium,5,5,90,5,19,Sutton Place,2900
59792,1.0,1,medium,4,0,1,5,6,West Village,2695
59795,1.0,0,low,8,4,43,5,19,Greenwich Village,3100
59800,1.0,1,high,5,7,128,5,7,Lenox Hill,2800
59802,2.0,3,low,8,8,123,5,27,East Harlem,3695
59808,1.0,0,low,2,6,65,5,14,East Village,3395
59815,1.0,0,low,5,4,20,5,26,Yorkville,2450
59816,1.0,2,low,3,3,165,5,21,Lincoln Square,2800
59819,1.0,1,low,4,7,103,5,27,Midtown South,4600
59820,1.0,1,medium,6,6,36,5,5,Roosevelt Island,2650
59822,2.0,2,low,10,15,99,5,24,Midtown,6000
59834,1.0,3,low,0,6,1,5,21,Manhattan Valley,4600
59838,1.0,1,low,4,5,78,5,27,Little Italy,3795
59840,2.0,3,high,7,5,73,5,2,Gramercy,5000
59841,1.0,2,low,0,1,9,5,25,Turtle Bay,4000
59843,2.0,3,medium,8,9,88,5,10,Lincoln Square,5200
59845,1.0,1,low,3,10,65,5,30,Turtle Bay,5250
59850,1.0,2,medium,5,7,107,5,20,Murray Hill,3498
59852,1.0,1,low,0,1,1,5,19,Sutton Place,3495
59853,1.0,1,low,6,8,118,5,11,West Village,4295
59854,2.0,4,low,2,4,74,5,10,Lenox Hill,6250
59859,1.0,1,low,5,2,63,5,7,Stuyvesant Town,3860
59860,1.5,3,low,5,7,122,5,16,Turtle Bay,4200
59861,1.0,1,medium,8,14,142,5,9,Yorkville,3450
59864,2.0,4,low,5,6,145,5,23,Gramercy,7000
59876,1.0,1,low,1,4,10,5,22,Lincoln Square,3000
59877,1.0,2,low,7,8,123,5,12,Clinton,3100
59878,1.0,3,low,5,8,203,5,12,Clinton,3795
59879,2.0,2,low,8,4,149,5,2,Gramercy,15995
59885,4.0,5,low,12,6,71,5,7,Yorkville,9400
59887,0.0,2,low,0,0,9,5,22,Yorkville,2625
59890,1.0,2,high,4,2,37,5,26,Hamilton Heights,2100
59891,1.0,2,low,7,1,66,5,17,East Harlem,2350
59898,1.0,1,low,5,5,121,5,6,Yorkville,2895
59899,1.0,1,low,6,1,67,5,15,Lenox Hill,2000
59904,1.0,4,low,8,11,89,5,9,Stuyvesant Town,6799
59905,1.0,0,low,7,1,86,5,7,Yorkville,1695
59906,1.0,1,low,4,2,64,5,15,Little Italy,2350
59908,1.0,1,low,5,10,112,5,26,Greenwich Village,4095
59911,1.0,0,low,3,3,1,5,18,Civic Center,3090
59915,1.0,0,medium,4,8,90,5,2,Upper West Side,2620
59916,2.0,2,low,3,10,88,5,17,Tribeca,6200
59917,2.0,2,medium,4,12,118,5,15,Lenox Hill,4500
59919,1.0,2,low,0,3,37,5,3,Manhattan Valley,2995
59925,1.0,3,high,4,11,174,5,4,Midtown South,3650
59926,1.0,1,low,5,0,4,5,28,East Village,2500
59932,1.0,0,low,5,3,49,5,5,Yorkville,1795
59933,1.0,3,low,6,6,70,5,22,Financial District,4200
59934,1.0,2,high,4,13,115,5,19,Financial District,2650
59937,2.5,3,low,10,16,222,5,28,Upper West Side,14500
59939,1.0,2,low,10,4,31,5,7,Clinton,3450
59941,1.0,0,low,7,3,78,5,29,Chelsea,3065
59943,2.0,4,high,8,10,238,5,21,Tribeca,6495
59946,1.0,1,low,3,3,130,5,12,Yorkville,4560
59947,1.0,2,low,5,3,41,5,4,Murray Hill,3395
59950,1.0,2,high,2,5,159,5,15,Lower East Side,2895
59953,1.0,0,low,4,8,119,5,10,Yorkville,2775
59954,1.0,2,medium,2,1,75,5,21,Carnegie Hill,2600
59957,1.0,2,low,4,5,136,5,3,Gramercy,3795
59962,1.0,2,low,4,4,74,5,12,Sutton Place,4800
59964,1.0,0,high,7,3,296,5,18,Gramercy,2500
59966,1.0,2,medium,6,11,45,5,5,Murray Hill,3200
59967,1.0,0,medium,7,3,9,5,5,West Village,1925
59969,1.0,3,high,10,14,221,5,27,Battery Park City,3725
59977,1.0,1,low,6,6,138,5,20,Gramercy,4750
59979,1.0,2,low,4,8,87,5,20,Murray Hill,3250
59980,1.0,3,low,3,2,37,5,25,East Village,5000
59982,1.0,2,low,0,2,10,5,22,Turtle Bay,3300
59985,1.0,1,low,3,3,131,5,3,Tudor City,2495
59987,4.0,4,low,3,8,121,5,27,Carnegie Hill,31500
59991,1.0,2,low,3,3,24,5,29,East Village,2990
59994,3.0,1,low,8,5,69,5,24,Lincoln Square,4140
59995,1.0,1,low,7,2,77,5,8,Stuyvesant Town,3846
59996,1.0,1,low,4,6,150,5,10,Manhattanville,2350
59998,1.0,3,high,6,4,131,5,9,Lower East Side,3995
59999,1.0,1,low,3,5,66,5,10,Lincoln Square,2650
60001,1.0,0,high,4,9,12,5,3,Clinton,2400
60007,1.0,1,low,5,0,199,5,13,Financial District,3640
60011,1.0,3,medium,3,1,89,5,17,East Village,4750
60014,1.0,1,low,0,2,9,5,14,Manhattan Valley,3625
60017,1.0,0,high,2,2,26,5,24,Upper West Side,1710
60020,1.0,4,low,6,3,20,5,15,Hamilton Heights,3195
60024,1.0,2,low,7,7,80,5,18,Financial District,3300
60031,2.0,3,low,5,3,74,5,6,Hamilton Heights,3995
60032,1.5,4,low,4,3,94,5,17,Carnegie Hill,4500
60035,1.0,0,low,4,6,94,5,21,Flatiron,3300
60038,1.0,2,low,7,0,57,5,2,Yorkville,2495
60039,1.0,1,low,5,0,34,5,26,Morningside Heights,2500
60041,1.0,2,low,0,2,23,5,28,Manhattan Valley,3200
60044,1.0,0,low,4,6,173,5,21,Lenox Hill,2795
60046,1.0,0,low,0,0,4,5,13,Lincoln Square,4150
60047,2.0,2,low,7,9,116,5,26,Tribeca,6495
60048,1.0,3,low,8,8,90,5,18,Financial District,3995
60054,3.0,4,high,5,15,125,5,19,Gramercy,7000
60055,1.0,0,low,6,7,105,5,22,Chelsea,2400
60060,1.0,2,low,5,6,62,5,18,Murray Hill,3800
60062,1.0,0,low,10,7,209,5,11,Gramercy,2950
60066,1.0,0,low,7,6,105,5,24,Flatiron,3095
60068,1.0,1,low,10,8,113,5,21,Inwood,1755
60069,1.0,1,low,7,0,142,5,30,Civic Center,3450
60071,2.0,2,low,8,10,72,5,5,Yorkville,5010
60072,1.0,1,medium,5,6,97,5,10,Murray Hill,3200
60076,1.0,1,low,4,13,63,5,4,Upper West Side,3200
60077,2.0,4,medium,6,12,58,5,15,Gramercy,7200
60080,1.0,3,high,7,6,91,5,7,Washington Heights,2700
60081,1.0,2,low,4,0,49,5,11,Greenwich Village,3025
60087,1.0,1,low,0,3,15,5,18,Upper East Side,2975
60088,1.0,2,medium,5,4,119,5,6,West Village,3550
60091,1.0,1,low,4,7,37,5,5,Greenwich Village,3850
60094,1.0,2,medium,10,1,39,5,26,Washington Heights,2200
60095,1.0,0,low,4,7,173,5,21,Tudor City,2400
60098,1.5,1,low,4,8,111,5,13,Lincoln Square,4680
60101,1.0,1,low,4,2,28,5,26,Greenwich Village,3595
60102,1.0,1,low,6,1,9,5,17,Sutton Place,3400
60107,2.0,4,low,11,5,105,5,29,Yorkville,5500
60109,1.0,2,low,3,3,44,5,8,Gramercy,3700
60111,1.0,0,high,6,16,95,5,15,Flatiron,3100
60116,3.0,3,low,11,15,96,5,10,Lincoln Square,14000
60117,1.0,2,high,9,1,48,5,16,Little Italy,3350
60121,1.0,1,low,7,14,180,5,3,Clinton,3600
60123,2.0,2,low,11,5,353,5,5,Carnegie Hill,5195
60124,1.0,1,low,5,3,64,5,20,Upper East Side,2495
60126,1.0,0,medium,3,3,84,5,6,Yorkville,1950
60129,1.0,0,low,3,1,40,5,7,Lenox Hill,2495
60130,1.0,3,medium,3,7,80,5,9,Gramercy,4100
60131,1.0,2,medium,6,1,66,5,26,East Harlem,1850
60132,1.0,3,high,6,15,69,5,28,Financial District,4195
60133,1.0,0,medium,5,4,82,5,18,Clinton,2075
60136,1.0,0,low,4,3,60,5,5,Upper East Side,2500
60139,1.0,0,low,6,5,77,5,12,Lenox Hill,2395
60140,1.0,0,low,7,3,66,5,10,Clinton,2000
60142,1.0,2,low,5,4,115,5,3,Morningside Heights,3000
60143,1.0,2,low,5,1,60,5,27,Noho,3200
60145,1.0,3,low,8,6,118,5,14,Turtle Bay,4200
60147,1.0,2,low,4,3,62,5,18,Turtle Bay,3200
60149,2.0,4,medium,7,11,160,5,6,Financial District,5200
60151,1.0,1,low,4,2,74,5,25,Chelsea,2679
60155,1.0,0,medium,3,4,54,5,18,Flatiron,2900
60158,2.0,3,low,7,11,78,5,15,Roosevelt Island,3900
60160,1.0,2,low,8,3,54,5,12,Manhattanville,2650
60163,1.0,1,medium,5,4,25,5,13,Yorkville,2500
60165,1.0,2,low,5,7,94,5,24,Turtle Bay,3800
60166,1.0,1,low,8,6,99,5,5,Clinton,2700
60167,2.0,3,low,6,14,219,5,8,Clinton,4900
60177,1.0,2,high,7,5,106,5,26,Roosevelt Island,2450
60183,1.0,0,low,4,7,63,5,11,Lower East Side,2750
60184,1.0,2,high,4,8,137,5,10,Financial District,2895
60185,1.0,2,medium,7,11,121,5,11,Financial District,3099
60186,1.0,0,medium,7,3,135,5,11,Upper West Side,1750
60188,2.0,4,low,4,1,33,5,7,Hamilton Heights,3895
60192,1.0,1,low,4,0,71,5,14,Clinton,2295
60194,2.0,4,low,7,6,133,5,19,Turtle Bay,6400
60198,3.0,3,low,8,14,84,5,10,Upper East Side,18000
60203,1.0,1,low,3,4,31,5,13,Clinton,2200
60204,1.0,2,medium,6,12,113,5,2,Carnegie Hill,2800
60207,1.0,3,medium,5,9,149,5,7,Financial District,3450
60210,1.0,2,high,4,4,74,5,17,Yorkville,3000
60217,1.0,0,low,0,1,19,5,17,Clinton,2770
60227,1.0,1,low,3,3,31,5,2,Sutton Place,2195
60235,1.0,1,low,4,4,173,5,18,West Village,3240
60236,1.0,1,low,9,14,160,5,25,Financial District,4299
60242,1.0,0,low,5,7,113,5,25,Inwood,1400
60243,2.0,4,medium,7,8,109,5,6,Financial District,6420
60244,1.0,2,high,3,2,34,5,18,Soho,3595
60245,2.0,3,low,7,11,133,5,21,Chelsea,6200
60250,4.0,4,low,14,4,496,5,14,Midtown,55000
60251,1.0,1,low,0,4,15,5,29,Turtle Bay,2900
60254,1.0,2,low,12,13,133,5,25,Financial District,3295
60255,1.0,1,low,5,7,74,5,3,Lincoln Square,2950
60256,1.0,1,low,5,8,105,5,23,Lower East Side,3450
60257,2.0,3,high,8,12,61,5,10,Chelsea,5200
60258,2.0,2,low,5,7,100,5,7,Chelsea,5950
60260,1.0,1,low,3,2,57,5,24,Gramercy,2500
60262,1.0,1,low,4,8,113,5,28,Gramercy,3900
60263,2.0,2,low,7,9,182,5,6,Manhattanville,5895
60265,2.0,4,low,4,0,50,5,17,Manhattan Valley,6500
60269,1.0,0,low,5,12,84,5,17,Financial District,3450
60276,0.0,3,low,0,0,9,5,19,Clinton,5695
60277,2.0,2,low,0,5,36,5,17,Yorkville,5250
60278,3.0,3,low,10,10,97,5,9,Sutton Place,8540
60279,1.0,1,low,6,10,225,5,3,Lower East Side,3507
60281,2.0,3,low,3,13,81,5,10,Noho,6250
60288,1.0,1,low,7,4,100,5,12,Clinton,2800
60293,1.0,0,low,4,2,83,5,5,Noho,2595
60298,1.0,0,medium,5,5,79,5,23,Gramercy,2325
60309,1.0,0,low,3,8,100,5,6,Hamilton Heights,1500
60311,1.0,2,low,7,11,139,5,30,Lincoln Square,3500
60317,1.0,0,high,6,8,110,5,5,Gramercy,2790
60323,1.0,0,low,3,2,66,5,11,Upper East Side,1975
60330,1.0,3,low,2,3,87,5,26,Lenox Hill,3600
60331,2.0,3,low,10,7,54,5,27,Manhattan Valley,6000
60333,1.0,0,medium,6,4,75,5,24,Yorkville,1850
60339,1.0,2,medium,4,8,71,5,5,Yorkville,4390
60341,1.0,0,low,4,3,36,5,19,Lenox Hill,1875
60343,1.0,2,medium,4,10,79,5,18,East Village,3495
60344,1.0,1,high,5,5,58,5,11,Yorkville,1750
60345,1.0,2,low,2,2,32,5,20,Flatiron,4225
60346,1.0,1,medium,9,7,134,5,3,Upper West Side,3250
60349,1.0,2,low,22,3,9,5,26,East Village,5194
60355,1.0,2,medium,6,7,85,5,17,Financial District,3350
60359,1.0,1,low,3,4,73,5,16,Lincoln Square,4350
60364,3.0,3,low,3,8,96,5,3,Sutton Place,8000
60365,2.0,3,low,5,5,192,5,5,East Village,6395
60371,1.0,2,low,3,6,77,5,17,Yorkville,2800
60372,1.0,2,low,6,8,74,5,16,Lenox Hill,3415
60377,1.0,1,low,4,5,107,5,15,Tudor City,3000
60381,1.0,1,medium,3,9,137,5,20,Carnegie Hill,2995
60382,1.0,1,low,4,6,39,5,10,Flatiron,3495
60384,2.0,3,low,5,3,50,5,24,Gramercy,5500
60388,1.0,3,low,6,3,152,5,2,Manhattan Valley,4600
60389,1.0,1,low,5,5,51,5,25,Upper West Side,3250
60390,2.0,3,medium,8,16,122,5,7,Tribeca,7000
60393,1.0,2,low,5,5,104,5,3,Murray Hill,3500
60394,1.0,1,low,4,9,131,5,20,Carnegie Hill,2960
60397,1.0,0,low,7,7,50,5,19,Midtown South,3295
60399,1.0,0,low,4,5,53,5,19,Chelsea,2500
60406,1.0,1,low,13,6,271,5,12,Carnegie Hill,4195
60409,1.0,0,low,7,1,53,5,26,Lenox Hill,2225
60414,1.0,1,medium,3,1,42,5,24,West Village,2875
60422,1.0,1,low,1,1,13,5,28,Gramercy,3350
60426,1.0,2,low,5,4,52,5,15,Manhattan Valley,4600
60431,2.0,2,low,12,4,83,5,14,Flatiron,6575
60432,1.0,0,low,4,4,145,5,7,Greenwich Village,3900
60434,1.0,0,medium,3,2,38,5,18,Clinton,1800
60443,1.0,2,medium,7,11,200,5,5,Gramercy,3440
60449,3.0,3,low,4,4,98,5,15,Upper West Side,8500
60451,1.0,0,medium,5,5,89,5,14,Clinton,2470
60452,2.0,2,medium,6,15,105,5,17,Lincoln Square,3995
60455,1.0,0,low,1,0,30,5,7,Lenox Hill,2275
60458,1.0,0,low,6,2,45,5,4,Upper West Side,1795
60460,1.0,0,low,7,9,115,5,25,Carnegie Hill,2677
60461,1.0,1,low,6,2,74,5,6,Upper West Side,2700
60466,1.0,1,low,11,7,364,5,26,Sutton Place,5500
60480,1.0,2,medium,4,11,152,5,26,Financial District,2725
60489,1.0,1,high,6,2,79,5,3,East Harlem,2400
60491,1.0,1,low,0,4,1,5,6,Upper West Side,4600
60494,1.0,0,high,6,9,115,5,25,Financial District,2300
60496,1.0,2,low,11,2,63,5,15,East Village,5194
60499,1.0,0,low,4,4,69,5,18,Clinton,2400
60501,1.0,0,medium,5,2,31,5,26,Upper East Side,2000
60506,1.0,2,medium,4,10,630,5,11,Turtle Bay,3550
60510,1.0,2,low,4,6,62,5,3,Clinton,3200
60517,1.0,1,medium,7,4,94,5,24,Lincoln Square,2595
60519,1.0,1,low,7,4,52,5,14,Greenwich Village,3400
60520,1.0,1,medium,4,1,41,5,26,Hamilton Heights,1700
60521,2.0,3,low,7,7,136,5,25,Clinton,4950
60522,2.0,3,medium,5,3,105,5,3,Chelsea,5175
60523,1.0,2,low,3,6,265,5,20,Lenox Hill,5800
60524,4.0,3,low,12,16,147,5,24,Lincoln Square,20000
60526,3.0,3,low,9,12,122,5,25,Upper West Side,11200
60528,1.0,0,low,3,6,118,5,10,Lenox Hill,2375
60532,3.0,4,low,7,5,117,5,17,Lenox Hill,10175
60534,1.0,3,low,7,3,76,5,21,Upper West Side,7250
60539,1.0,0,low,4,7,182,5,21,Turtle Bay,2600
60540,1.0,1,low,8,2,63,5,25,Gramercy,4077
60541,1.0,2,medium,5,6,60,5,25,Gramercy,3415
60543,1.0,2,high,7,3,232,5,16,East Village,2980
60551,2.5,3,low,9,8,67,5,17,Upper West Side,16900
60555,1.0,1,medium,5,5,141,5,28,Sutton Place,3299
60561,1.0,0,medium,3,6,95,5,22,Clinton,2095
60564,1.0,0,low,3,8,69,5,19,West Village,2795
60569,1.0,3,low,0,9,110,5,24,Financial District,3780
60570,1.0,0,medium,10,9,141,5,10,Lower East Side,3992
60572,2.0,2,low,4,14,78,5,25,Midtown South,6100
60575,1.0,1,medium,3,0,44,5,5,Clinton,1905
60577,1.0,0,low,3,4,55,5,13,Sutton Place,2700
60581,1.5,1,low,4,10,157,5,19,Lenox Hill,4400
60583,1.0,2,low,4,1,21,5,12,Morningside Heights,3000
60584,1.0,2,low,6,4,106,5,21,Sutton Place,5395
60585,1.0,1,low,1,4,70,5,23,Noho,2495
60587,1.0,2,low,5,3,83,5,3,Upper East Side,3750
60588,1.0,1,low,5,1,97,5,22,Noho,3300
60589,1.5,2,low,5,9,94,5,3,Yorkville,4395
60591,1.0,3,medium,7,0,40,5,16,Manhattan Valley,2900
60601,1.0,0,low,6,9,120,5,20,Civic Center,3969
60604,1.0,2,medium,5,4,69,5,5,Manhattan Valley,4900
60605,1.0,2,high,9,10,53,5,26,Midtown South,3990
60606,2.0,3,low,10,10,102,5,21,Turtle Bay,5000
60609,1.0,2,low,2,2,20,5,11,Manhattan Valley,3600
60610,1.0,1,low,3,1,132,5,3,Yorkville,1895
60612,1.0,1,low,5,0,65,5,27,Yorkville,2650
60615,1.0,2,high,11,14,78,5,3,Washington Heights,2700
60619,1.0,1,medium,3,9,78,5,5,Midtown,3500
60622,1.0,0,medium,5,7,155,5,4,Lincoln Square,3000
60625,1.0,1,low,4,1,76,5,2,Midtown,2250
60630,2.0,3,medium,7,12,120,5,28,Upper West Side,4500
60633,1.0,1,medium,7,5,115,5,23,Turtle Bay,3000
60634,1.0,2,low,6,7,80,5,15,Flatiron,4500
60639,1.0,1,low,9,5,125,5,21,Noho,3937
60640,1.0,1,low,0,8,1,5,26,Midtown,3860
60642,1.0,0,medium,4,12,41,5,15,Financial District,2500
60643,3.0,4,low,8,11,125,5,18,Upper East Side,14000
60645,3.0,3,low,7,7,177,5,5,Lenox Hill,6900
60646,1.0,0,medium,6,8,126,5,6,Manhattan Valley,2350
60647,1.0,1,medium,8,15,99,5,11,Clinton,3000
60648,1.0,0,medium,8,7,53,5,14,Tudor City,2550
60649,1.0,1,low,12,3,34,5,4,Upper West Side,3150
60652,1.0,3,low,0,2,9,5,20,Little Italy,4995
60653,1.0,2,low,8,3,46,5,5,Midtown,3600
60654,1.0,2,low,5,9,113,5,8,Manhattanville,2450
60656,1.0,2,medium,4,7,105,5,5,Upper West Side,3798
60658,1.0,0,low,7,12,189,5,20,Lincoln Square,2600
60661,1.5,2,low,5,5,94,5,21,Turtle Bay,4300
60664,1.0,1,low,14,0,84,5,12,Carnegie Hill,3300
60665,1.0,0,high,4,7,101,5,19,Murray Hill,2450
60666,2.0,3,medium,19,16,123,5,4,Clinton,4892
60668,1.0,1,low,7,16,110,5,12,Clinton,3590
60670,1.0,2,low,8,1,151,5,6,Clinton,3300
60671,1.0,1,low,6,2,93,5,24,East Village,3200
60675,1.0,1,low,5,4,82,5,21,Yorkville,2400
60676,1.0,2,low,10,5,86,5,13,Financial District,2990
60681,1.0,0,medium,3,4,48,5,11,Greenwich Village,2250
60684,1.0,1,medium,7,6,147,5,21,Chinatown,2500
60687,1.0,3,low,6,6,116,5,2,Flatiron,5595
60688,1.0,1,medium,4,11,80,5,5,Tudor City,3937
60697,1.0,2,low,3,5,179,5,14,East Village,3550
60699,1.0,1,low,5,6,89,5,13,East Village,2995
60701,1.0,2,low,8,10,177,5,12,Gramercy,3050
60704,1.0,1,low,5,9,124,5,5,Midtown,4000
60707,1.0,1,medium,6,4,103,5,11,Yorkville,2750
60708,1.0,0,low,5,2,73,5,18,Lenox Hill,2185
60713,2.0,3,low,8,13,135,5,21,Morningside Heights,6275
60716,2.0,2,low,2,2,130,5,12,Turtle Bay,5584
60717,2.0,2,low,4,7,224,5,7,Midtown,7450
60724,1.0,0,medium,3,12,72,5,29,Financial District,2395
60726,1.0,2,medium,8,12,100,5,24,West Village,5395
60728,0.0,3,low,0,0,9,5,14,Washington Heights,2650
60736,1.0,0,low,4,7,41,5,8,Murray Hill,2850
60737,1.0,1,low,0,5,1,5,10,Midtown South,4195
60743,1.0,3,high,12,11,75,5,8,Chelsea,6500
60754,1.0,1,medium,5,5,174,5,6,Murray Hill,2750
60760,1.0,2,low,0,3,2,5,14,Noho,2400
60761,1.0,0,low,3,5,89,5,13,Sutton Place,2400
60762,1.0,2,medium,8,7,123,5,2,Flatiron,4200
60764,2.0,4,low,7,1,76,5,18,Yorkville,5500
60767,2.0,3,low,8,8,156,5,2,Lenox Hill,4950
60768,1.0,4,medium,13,12,114,5,30,East Village,5500
60769,1.0,1,low,0,6,1,5,7,Turtle Bay,3675
60770,3.0,3,low,10,14,170,5,26,Lincoln Square,15000
60772,1.0,1,medium,10,6,95,5,20,Roosevelt Island,2495
60773,1.0,1,low,2,5,110,5,20,Yorkville,2700
60774,1.0,0,low,6,11,184,5,12,Midtown,2600
60776,1.0,0,low,3,6,74,5,14,Turtle Bay,2350
60779,1.0,1,low,6,2,4,5,2,Clinton,2550
60782,1.0,3,low,6,0,167,5,7,Carnegie Hill,3650
60783,1.0,0,medium,7,12,121,5,3,Midtown,2375
60792,1.0,1,low,4,6,52,5,4,Carnegie Hill,2800
60794,1.0,0,low,9,11,250,5,26,Civic Center,3090
60797,1.0,0,high,8,8,100,5,2,Carnegie Hill,2200
60800,3.0,3,low,8,12,86,5,10,Roosevelt Island,8165
60804,1.0,0,high,3,6,74,5,5,Hamilton Heights,1575
60805,1.0,3,low,6,16,130,5,17,Lincoln Square,4450
60806,1.0,0,low,4,4,102,5,18,Murray Hill,2625
60807,1.0,0,high,4,4,32,5,3,West Village,1925
60809,1.0,2,medium,4,11,137,5,20,Manhattan Valley,3200
60813,2.0,3,low,6,8,161,5,13,Financial District,5000
60814,2.0,2,low,9,4,45,5,28,Clinton,5570
60816,1.0,2,medium,1,2,35,5,22,Soho,2585
60817,1.0,0,low,0,10,1,5,19,Clinton,3395
60822,1.0,1,high,5,9,74,5,2,Lincoln Square,3395
60823,1.0,1,low,8,8,167,5,29,Tudor City,4000
60826,1.0,1,low,8,2,77,5,16,Murray Hill,2200
60831,1.0,1,low,6,2,56,5,19,Upper East Side,2675
60833,1.5,3,low,6,7,167,5,25,Tudor City,4500
60836,2.0,2,low,0,5,1,5,21,Lincoln Square,7297
60837,1.0,1,low,6,1,34,5,3,Washington Heights,1795
60838,1.0,0,low,7,10,118,5,24,Carnegie Hill,2900
60842,1.0,1,low,3,0,106,5,14,Carnegie Hill,2150
60844,1.0,3,medium,7,6,44,5,12,Murray Hill,4200
60845,1.0,2,high,3,3,27,5,5,Gramercy,3200
60847,1.0,1,low,8,9,122,5,8,Clinton,3646
60848,1.0,2,low,7,3,65,5,14,Manhattan Valley,3395
60849,2.0,2,medium,8,5,71,5,8,Carnegie Hill,7350
60850,1.0,1,low,0,0,9,5,2,Lincoln Square,2300
60852,1.0,2,medium,6,0,46,5,24,West Village,3700
60853,2.0,2,medium,8,13,159,5,14,Yorkville,4395
60855,1.0,1,low,4,2,189,5,12,Greenwich Village,2650
60857,1.0,2,medium,6,3,136,5,28,Manhattanville,2300
60858,1.0,2,low,5,14,130,5,25,Clinton,3200
60859,2.5,2,low,7,8,104,5,7,Midtown,7450
60871,2.0,3,low,6,4,93,5,18,Upper West Side,7000
60873,1.0,1,medium,1,1,36,5,8,Flatiron,2725
60878,1.0,0,low,4,10,127,5,3,Clinton,2595
60879,1.0,2,high,5,1,44,5,20,Upper West Side,2595
60880,1.0,3,low,11,1,28,5,6,East Harlem,3425
60888,1.0,0,high,7,14,47,5,12,Clinton,2300
60890,1.0,0,medium,3,4,31,5,10,Lincoln Square,2150
60896,1.0,2,low,4,1,203,5,14,Greenwich Village,3550
60898,1.0,1,low,0,3,36,5,19,Manhattanville,2075
60899,2.0,3,low,6,6,96,5,25,East Village,5495
60901,1.0,0,low,3,2,44,5,10,Noho,2350
60902,1.0,2,low,6,1,87,5,23,Lenox Hill,3100
60903,2.0,2,low,10,9,89,5,19,Financial District,5000
60904,1.0,3,medium,8,13,95,5,23,Chelsea,4500
60905,1.0,1,low,5,5,105,5,7,Yorkville,2725
